id,player_id,team_id,team_abbr,first_name,last_name,position,archetype,age,year,height,overall,shooting2,shooting3,finishing,free_throw,ballwork,rebounding,interior_defense,perimeter_defense,potential_grade,pro_potential_grade,stamina,playtime_expectations,personality,free_agency,recruiting_bias,work_ethic,academic_bias,college_id,college,draft_pick_id,draft_pick,drafted_team_id,drafted_team_abbr,prime_age,is_free_agent,is_nba,is_g_league,is_two_way,is_waived,is_on_trade_block,is_first_team_anba,is_dpoy,is_mvp,is_international,is_super_max_qualified,max_requested,is_retiring,inside_proportion,mid_range_proportion,three_point_proportion,minutes,position_one,position_two,position_three,p1_minutes,p2_minutes,p3_minutes,state,country,potential,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,drafted_round,previous_team_id,previous_team,is_accepting_offers,is_negotiating,minimum_value,signing_round,negotiation_round,recruiting_bias_value,has_progressed,rejections,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,relative_id,notes,relative_type,created_at,updated_at,deleted_at,stars,defense,is_int_generated,is_int_declared
1164,1164,0,FA,Joel,Harvell,PG,"Mid-Range Magician",25,2,5-10,77,21,24,8,18,23,18,6,9,F,20,39,14,Stoic,"Hates Cleveland",Average,Average,"Loves Learning",55,UMD,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Kentucky,USA,83,1,0,0,0,1,1,1,1,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:54:01.261","2026-02-15 19:06:51.214",NULL,1,0,0,0
1165,1165,0,FA,Wayne,Evans,PG,"Mid-Range Magician",25,2,6-4,63,23,22,13,20,20,3,5,8,D-,21,41,4,Average,Average,Average,Average,Average,55,UMD,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Kansas,USA,49,1,1,0,0,1,1,1,0,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:54:01.706","2026-02-15 19:06:51.523",NULL,1,0,0,0
1166,1166,0,FA,James,Webb,PG,"Floor General",25,2,6-3,60,18,16,15,18,21,3,2,7,C,31,42,6,Relaxed,Average,Average,Average,Average,55,UMD,0,0,0,,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Portugal,43,0,0,1,0,0,0,1,0,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:54:02.155","2026-02-15 19:06:51.835",NULL,3,0,0,0
1167,1167,0,FA,Edward,Cook,PF,"Point Forward",24,1,6-6,58,12,8,15,10,12,8,12,14,A+,77,41,0,Average,Average,Average,"Working-Class mentality",Average,55,UMD,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Indiana,USA,94,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:30:16.809","2026-02-15 19:06:52.153",NULL,1,0,0,0
1168,1168,0,FA,Reginald,Miles,PF,"Pure Defender",24,2,6-6,66,16,4,9,17,13,16,13,20,C,37,33,4,Average,Average,Average,Average,"Frequent visits to the principal",55,UMD,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Tanzania,54,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:54:02.595","2026-02-15 19:06:52.459",NULL,3,0,0,0
1169,1169,0,FA,Scott,Wise,PF,Slasher,24,2,6-8,78,16,8,25,17,6,16,12,24,A,85,33,2,Popular,Average,"Prefers to play for a specific coach",Lazy,"Less likely to get academic probation",55,UMD,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Vermont,USA,100,0,0,1,1,0,1,0,1,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:54:03.045","2026-02-15 19:06:52.786",NULL,2,0,0,0
1174,1174,7,"Dallas Mavericks",Trent,Snowden,PF,"Pure Defender",26,3,6-7,97,17,15,20,22,17,17,27,23,C+,43,42,21,Average,Average,Average,Average,Average,56,MEMP,15,15,7,"Dallas Mavericks",28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PF,SF,,0,0,0,Arizona,USA,75,0,0,0,1,0,0,1,1,0,1,0,,0,0,20,6,5,,1,0,9,12,0,,,0,0,0,,0,"2023-08-19 22:47:10.296","2026-02-15 19:06:53.101",NULL,4,0,0,0
1177,1177,0,FA,Mark,Engle,SG,All-Around,23,1,5-11,71,20,17,14,18,16,8,15,15,D-,18,39,0,Disloyal,Average,Average,Average,Average,56,MEMP,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Ohio,USA,34,1,0,0,1,1,1,1,1,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:30:17.368","2026-02-15 19:06:53.412",NULL,4,0,0,0
1178,1178,0,FA,Nathan,Francis,PG,"Mid-Range Magician",26,3,6-2,55,22,17,9,17,14,7,6,8,B,60,48,16,Average,Average,Average,Average,Distracted,57,MIAF,0,0,0,,27,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,SG,SG,,0,0,0,Mississippi,USA,40,1,0,0,0,1,1,1,1,0,0,0,,1,0,1.7,6,5,,1,0,16,8,0,,,0,0,0,,0,"2023-08-19 22:54:42.108","2026-02-15 19:06:53.732",NULL,2,0,0,0
1179,1179,0,FA,Daniel,Hach,PG,"Floor General",26,3,5-11,64,20,14,7,23,23,8,6,8,A+,85,39,12,Motivation,Average,Average,Average,Average,57,MIAF,0,0,0,,28,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SG,,,0,0,0,,Portugal,31,0,0,0,1,1,0,0,1,0,0,0,,1,0,1.7,6,5,,1,0,10,15,0,,,0,0,0,,0,"2023-08-19 22:54:42.406","2026-02-15 19:06:54.074",NULL,3,0,0,0
1180,1180,11,HOU,Craig,Fisher,SF,"Pure Defender",26,3,6-5,87,20,9,21,20,14,11,27,24,C-,23,48,18,Average,Average,Average,Quiet,Average,57,MIAF,0,0,0,,26,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,6,SF,,,6,0,0,Wyoming,USA,95,0,0,0,0,1,1,1,1,0,0,0,,0,0,10,5,4,,1,0,7,8,0,,,0,0,0,,0,"2023-08-19 22:54:42.694","2026-02-20 16:13:48.530",NULL,1,0,0,0
1181,1181,0,FA,Douglas,Hughes,PF,Slasher,25,2,6-8,83,7,6,19,11,19,18,11,28,C+,39,41,17,Average,Average,Average,Average,Average,57,MIAF,0,0,0,,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Wyoming,USA,67,0,0,1,0,1,0,0,1,0,0,0,,1,0,10,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:54:03.486","2026-02-15 19:06:54.722",NULL,3,0,0,0
1182,1182,0,FA,Benjamin,Fritts,SF,,25,2,6-8,79,21,15,19,20,16,8,18,18,D-,19,33,19,Average,Adversarial,Average,Average,Tutor,57,MIAF,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Texas,USA,80,0,0,0,1,0,0,1,1,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:54:03.935","2026-02-15 19:06:55.039",NULL,2,0,0,0
1183,1183,0,FA,Jeffrey,Luedtke,SG,,25,2,5-11,73,13,20,14,18,22,13,7,7,B+,58,43,9,Average,Average,Average,Average,Average,57,MIAF,0,41,24,"Phoenix Suns",26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Guam,USA,94,0,0,0,0,0,0,0,0,0,2,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:41:00.588","2026-02-15 19:06:55.345",NULL,3,0,0,0
1184,1184,0,FA,Randy,Oneill,SF,,24,1,6-6,66,20,14,9,21,14,11,14,15,B-,62,41,0,Focused,Adversarial,Average,"Focuses on Max Weight","Naturally book smart",57,MIAF,0,0,0,,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Pennsylvania,USA,44,1,1,0,1,0,1,0,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:30:17.815","2026-02-15 19:06:55.669",NULL,3,0,0,0
1185,1185,0,FA,Wade,Zheng,C,"Rim Protector",24,1,7-0,73,10,5,18,14,9,20,15,20,C,35,40,0,Tough,"Hometown hero",Average,Average,Average,57,MIAF,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Iowa,USA,60,0,0,0,0,1,1,0,1,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:30:18.267","2026-02-15 19:06:55.986",NULL,2,0,0,0
1186,1186,0,FA,Richard,Beck,PG,"Sharp Shooter",24,2,6-1,68,21,16,10,20,16,10,10,17,A-,62,38,4,Average,"Championship seeking","Prefers to play in a different state","Trolls on Discord",Average,57,MIAF,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Oregon,USA,38,1,0,0,0,0,0,0,1,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:54:04.380","2026-02-15 19:06:56.307",NULL,4,0,0,0
1191,1191,16,"Miami Heat",Brian,Hilf,PF,"Pure Defender",26,3,6-8,90,18,6,20,16,15,20,19,26,B-,45,44,16,Average,Average,Average,Average,Average,58,MIAO,0,0,0,,26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SF,PF,,0,0,0,Hawaii,USA,77,0,0,0,0,0,1,0,1,0,0,0,,0,0,20,6,5,,1,0,9,10,0,,,0,0,0,,0,"2023-08-19 22:54:42.976","2026-02-15 19:06:56.626",NULL,3,0,0,0
1192,1192,29,"Toronto Raptors",Steven,Cox,PG,"Floor General",26,3,5-11,92,20,20,11,23,28,12,19,21,B,51,38,14,Average,Average,Average,Average,Average,58,MIAO,39,39,29,"Toronto Raptors",30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,,,0,0,0,Pennsylvania,USA,78,0,0,0,1,1,0,1,1,0,2,0,,1,0,20,4,3,,1,0,8,16,0,,,0,0,0,,0,"2023-08-19 22:47:52.442","2026-02-15 19:06:56.945",NULL,3,0,0,0
1193,1193,0,FA,Frank,Villegas,C,"Stretch Bigs",26,3,6-9,86,6,12,24,3,10,26,19,20,D+,27,43,22,Average,Average,Average,Average,Average,58,MIAO,0,0,0,,25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PF,C,,0,0,0,,Belize,98,0,0,0,0,0,0,0,0,0,0,0,,1,0,10,5,4,,1,0,11,9,0,,,0,0,0,,0,"2023-08-19 22:54:43.277","2026-02-15 19:06:57.255",NULL,2,0,0,0
1194,1194,1,"Atlanta Hawks",Roger,Kimbro,PF,"Two-Way Wing",25,3,6-8,103,24,22,22,27,18,24,19,11,D+,22,46,8,Average,Average,"Prefers to play for a national championship contender",Average,Average,58,MIAO,66,66,1,"Atlanta Hawks",28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SF,PF,,0,0,0,Georgia,USA,98,1,1,0,1,0,1,1,0,0,2,0,,1,0,31,4,3,,1,0,12,13,0,,,0,0,0,,0,"2023-08-19 22:47:29.462","2026-02-15 19:06:57.561",NULL,4,0,0,0
1195,1195,0,FA,Kirk,Fortenberry,PF,"Pure Defender",25,2,6-6,51,10,2,20,8,8,13,3,6,B+,67,41,3,Focused,Average,Average,Loud,Average,58,MIAO,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"South Dakota",USA,28,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:54:04.820","2026-02-15 19:06:57.868",NULL,2,0,0,0
1196,1196,0,FA,James,Weir,SG,"Mid-Range Magician",25,2,5-10,59,20,11,13,20,17,2,7,13,A+,85,42,6,Average,Average,Average,Average,Average,58,MIAO,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"New Hampshire",USA,32,0,0,0,0,0,0,0,1,0,0,0,,1,0,1.6,6,5,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:54:05.259","2026-02-15 19:06:58.170",NULL,2,0,0,0
1197,1197,0,FA,Thomas,Bowers,PG,"Defensive Dawg",24,1,5-11,67,29,12,8,15,11,13,18,16,A+,84,44,0,Eccentric,Average,"Prefers to play for a team where he can start immediately",Average,"Class Clown",0,,0,0,0,,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Israel,72,1,0,0,0,0,1,1,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:30:18.717","2026-02-15 19:06:58.487",NULL,1,0,0,0
1198,1198,0,FA,Herman,Navarro,PG,"Sharp Shooter",24,1,5-10,65,18,17,12,18,14,12,11,9,A+,80,38,0,Average,Average,Average,Average,Average,58,MIAO,0,0,0,,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Missouri,USA,76,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:30:19.170","2026-02-15 19:06:58.788",NULL,2,0,0,0
1199,1199,0,FA,James,Merry,SF,"Pure Defender",24,1,6-8,62,14,9,13,12,10,12,13,19,D+,20,45,0,Average,"Hometown hero",Average,Average,Average,58,MIAO,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Denmark,55,0,0,0,0,0,1,0,1,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:30:19.623","2026-02-15 19:06:59.093",NULL,2,0,0,0
1204,1204,0,FA,Richard,Wiggins,C,"Rim Protector",26,3,6-9,58,3,2,14,2,5,21,17,15,B+,60,45,8,Irrational,Average,"Prefers to play for a team where he can start immediately",Average,Average,59,MICH,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,0,0,0,,Guinea,30,0,0,0,0,1,1,1,1,0,0,0,,1,0,1.7,5,4,,1,0,8,13,0,,,0,0,0,,0,"2023-08-19 22:54:43.566","2026-02-15 19:06:59.401",NULL,1,0,0,0
1205,1205,0,FA,Fred,Mcguire,C,"Stretch Bigs",26,3,6-10,76,12,14,14,13,14,16,21,17,C,41,42,14,Average,Average,"Prefers to play for an up-and-coming team",Average,Studious,59,MICH,0,0,0,,28,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,PF,,0,0,0,"South Dakota",USA,70,0,0,0,0,1,0,1,0,0,0,0,,1,0,1.7,7,6,,1,0,5,9,0,,,0,0,0,,0,"2023-08-19 22:54:43.845","2026-02-15 19:06:59.709",NULL,2,0,0,0
1206,1206,0,FA,Richard,Romero,C,"Stretch Bigs",26,3,7-1,55,7,10,9,6,12,14,13,14,A+,91,33,7,Popular,Average,Average,Average,"Naturally book smart",59,MICH,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,0,0,0,Connecticut,USA,44,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.7,6,5,,1,0,9,9,0,,,0,0,0,,0,"2023-08-19 22:54:44.130","2026-02-15 19:07:00.130",NULL,2,0,0,0
1207,1207,0,FA,Jonathan,Spears,PG,"Sharp Shooter",25,2,6-2,51,13,21,6,14,11,8,10,10,A-,68,35,10,Average,Average,"Prefers to play in a different state",Average,"Skips classes often",59,MICH,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Oklahoma,USA,58,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.6,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:54:05.698","2026-02-15 19:07:00.460",NULL,2,0,0,0
1208,1208,5,"Chicago Bulls",Barry,Clark,PF,"Pure Defender",25,2,6-6,90,19,11,28,17,9,22,16,17,A-,74,39,23,Average,"Hates Cleveland",Average,"Track Athlete",Tutor,59,MICH,0,26,5,"Chicago Bulls",26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Wisconsin,USA,69,0,0,1,0,0,0,0,0,0,1,0,,0,0,20,7,6,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:40:44.840","2026-02-15 19:07:00.770",NULL,4,0,0,0
1209,1209,0,FA,Emil,Krause,C,"Rim Protector",25,2,6-10,73,6,10,22,8,7,24,11,14,C+,56,40,9,Introvert,Average,Average,Average,Average,59,MICH,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Sweden,60,1,0,0,0,0,1,0,0,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:54:06.148","2026-02-15 19:07:01.075",NULL,3,0,0,0
1210,1210,0,FA,William,Betsey,PF,"Pure Defender",24,1,6-5,57,6,5,16,6,11,11,12,16,B-,56,43,0,Average,Average,Average,Average,Tutor,59,MICH,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,"South Africa",31,0,1,1,0,0,0,0,0,0,0,0,,1,0,1.5,7,2,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:30:20.072","2026-02-15 19:07:01.401",NULL,3,0,0,0
1211,1211,0,FA,Murat,Brooks,SG,"Dunk Specialist",24,1,6-5,68,12,23,18,15,15,10,8,10,A,85,40,0,Average,Average,Average,Average,Average,59,MICH,0,0,0,,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Kansas,USA,50,0,1,0,1,0,1,0,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:30:20.512","2026-02-15 19:07:01.719",NULL,3,0,0,0
1212,1212,25,POR,Vance,Bradley,PG,"Floor General",24,1,5-11,86,20,21,15,16,25,16,3,19,C+,38,42,0,Average,Average,Average,Average,Average,59,MICH,0,0,0,,28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,,,0,0,0,"New Mexico",USA,100,0,0,0,0,1,0,0,1,0,0,0,,0,0,10,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:30:20.957","2026-02-15 19:07:02.025",NULL,3,0,0,0
1216,1216,0,FA,David,Larson,PF,"Pure Defender",23,1,6-6,81,4,7,25,14,17,13,17,19,A,80,36,0,Average,Average,"Prefers to play for a team where he can start immediately","Working-Class mentality",Average,59,MICH,0,0,0,,26,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,Nebraska,USA,55,0,0,1,1,1,0,0,0,0,0,0,,1,0,10,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:30:21.404","2026-02-15 19:07:02.341",NULL,4,0,0,0
1217,1217,0,FA,Mario,Fernandez,SG,"Defensive Dawg",26,3,5-10,68,22,21,5,18,20,11,13,11,C-,21,35,11,Average,Average,"Prefers to play for a specific coach",Average,"Didn't come here to play school",60,MIST,0,0,0,,25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,SG,,0,0,0,Montana,USA,58,0,1,0,1,0,1,1,0,0,0,0,,1,0,1.7,4,3,,1,0,8,18,0,,,0,0,0,,0,"2023-08-19 22:54:44.412","2026-02-15 19:07:02.651",NULL,3,0,0,0
1218,1218,31,"Vancouver Sea Lions",George,Hwang,PG,"Floor General",26,3,5-11,95,20,17,15,19,27,19,20,13,C,41,38,12,Dramatic,Market-driven,Average,Average,Average,60,MIST,64,64,31,"Vancouver Sea Lions",29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"South Dakota",USA,60,0,0,0,0,1,1,1,0,0,2,0,,1,0,20,7,6,,1,0,13,3,0,,,0,0,0,,0,"2023-08-19 22:48:17.701","2026-02-15 19:07:02.964",NULL,4,0,0,0
1219,1219,28,"Seattle Supersonics",Matthew,Haas,SF,All-Around,26,3,6-5,104,23,19,28,23,18,17,20,21,C,43,35,24,Average,Market-driven,Average,Average,Tutor,60,MIST,26,26,28,"Seattle Supersonics",27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PF,SF,,0,0,0,Mississippi,USA,74,1,1,1,1,1,1,1,0,0,1,0,,0,0,31,7,6,,1,0,8,11,0,,,0,0,0,,0,"2023-08-19 22:47:21.442","2026-02-15 19:07:03.275",NULL,4,0,0,0
1220,1220,0,FA,Richard,Mcgaugh,PF,"Pure Defender",25,2,6-5,80,7,6,22,15,14,20,15,16,C+,52,39,10,Average,"Hates Tags",Average,Average,Average,60,MIST,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Bulgaria,49,0,1,1,1,0,0,0,0,0,0,0,,1,0,10,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:54:06.593","2026-02-15 19:07:03.585",NULL,3,0,0,0
1221,1221,3,"Boston Celtics",Roberto,Pastella,PF,"Pure Defender",25,2,6-7,86,20,18,21,18,20,14,10,16,A,71,41,24,Average,"Hates Cleveland","Prefers to play for a national championship contender",Average,Average,60,MIST,0,18,3,"Boston Celtics",25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,Germany,67,1,1,0,1,1,0,0,0,0,1,0,,0,0,10,4,3,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:40:36.379","2026-02-15 19:07:03.887",NULL,4,0,0,0
1222,1222,0,FA,Scott,Credeur,C,"Stretch Bigs",25,3,7-1,88,8,11,25,13,13,24,12,21,A+,90,44,1,Average,Average,Average,Average,Average,60,MIST,0,0,0,,25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,PF,,0,0,0,Nevada,USA,91,0,0,0,0,0,0,0,0,0,0,0,,1,0,10,7,6,,1,0,8,10,0,,,0,0,0,,0,"2023-08-19 22:54:44.692","2026-02-15 19:07:04.199",NULL,3,0,0,0
1223,1223,0,FA,Colin,Newport,SG,"Mid-Range Magician",24,1,6-0,63,19,10,10,18,17,13,9,8,B+,53,41,0,Average,Average,"Prefers to play for a specific coach",Average,"Naturally book smart",60,MIST,0,0,0,,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Minnesota,USA,39,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:30:21.844","2026-02-15 19:07:04.489",NULL,3,0,0,0
1224,1224,0,FA,Christopher,Fox,PG,"Defensive Dawg",24,1,5-10,49,14,15,5,16,11,10,11,5,D+,31,48,0,Average,Average,Average,Average,Average,60,MIST,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Ohio,USA,45,0,0,0,0,0,1,1,0,0,0,0,,1,0,1.5,7,3,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:30:22.284","2026-02-15 19:07:04.802",NULL,1,0,0,0
1225,1225,0,FA,Wei,Moore,SF,"Two-Way Wing",24,1,6-8,61,13,17,8,18,12,10,12,18,A-,61,45,0,Abrasive,Average,Average,"Footwork king",Average,60,MIST,0,0,0,,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Montana,USA,42,0,1,0,1,1,1,0,1,0,0,0,,1,0,1.5,7,4,,1,0,0,0,0,,,0,0,0,,0,"2025-05-24 14:30:22.720","2026-02-15 19:07:05.129",NULL,2,0,0,0
1230,1230,7,DAL,Walter,Vogt,PG,"Floor General",26,3,6-5,83,19,18,13,18,23,18,11,12,A+,86,43,19,Average,Average,"Prefers to play for a team with a rich history",Average,Average,61,MTSU,0,0,0,,27,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Finland,100,0,0,0,0,0,1,0,0,0,0,30,"Utah Jazz",0,0,10,6,5,,1,0,5,7,0,,,0,0,0,,0,"2023-08-19 22:54:44.970","2026-02-15 19:07:05.438",NULL,1,0,0,0
1231,1231,0,FA,Wilford,Hyder,PF,"Pure Defender",26,3,6-8,63,10,11,19,9,7,18,9,9,A,67,39,18,Average,Average,Average,Hard-working,Average,61,MTSU,0,0,0,,25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SF,C,PF,0,0,0,"District of Columbia",USA,63,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.7,6,5,,1,0,14,17,0,,,0,0,0,,0,"2023-08-19 22:54:45.254","2026-02-15 19:07:05.735",NULL,2,0,0,0
1232,1232,0,FA,Larry,Chuqui,C,"Rim Protector",26,3,7-0,74,14,11,10,7,12,21,22,21,C+,40,40,10,Average,Average,Average,Average,Average,61,MTSU,0,0,0,,30,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PF,C,,0,0,0,Alabama,USA,48,1,0,0,0,0,1,1,0,0,0,0,,1,0,1.7,7,6,,1,0,8,16,0,,,0,0,0,,0,"2023-08-19 22:54:45.541","2026-02-15 19:07:06.049",NULL,3,0,0,0
1233,1233,0,FA,Peter,Krueger,PG,"Floor General",25,2,5-10,59,12,17,8,14,20,12,5,6,C,41,36,7,Average,Average,"Prefers to play in a different state",Average,"Naturally book smart",61,MTSU,0,0,0,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,"New York",USA,32,0,0,1,0,0,1,1,0,0,0,0,,1,0,1.6,7,6,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:54:07.043","2026-02-15 19:07:06.363",NULL,2,0,0,0
1234,1234,0,FA,Nathan,Tricarico,C,"Rim Protector",25,3,7-1,74,8,14,20,7,5,23,17,18,B-,57,39,8,Average,Average,Average,Average,Average,61,MTSU,0,0,0,,30,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PF,,,0,0,0,Illinois,USA,47,0,0,0,0,0,1,0,0,0,0,0,,1,0,1.7,7,6,,1,0,10,9,0,,,0,0,0,,0,"2023-08-19 22:54:45.831","2026-02-15 19:07:06.661",NULL,3,0,0,0
1235,1235,0,FA,Rickey,Smith,C,"Stretch Bigs",25,2,6-11,61,7,10,13,6,7,10,23,25,A+,89,48,5,Paranoid,Market-driven,Average,Average,Average,61,MTSU,0,0,0,,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,Georgia,USA,40,0,0,0,0,0,0,1,1,0,0,0,,1,0,1.6,5,4,,1,0,0,0,0,,,0,0,0,,0,"2024-07-01 14:54:07.488","2026-02-15 19:07:06.970",NULL,2,0,0,0
